Year,Seed,Model,Split,N,MAPE,MAE,RMSE,MPE
2017,7,Volume_100,Test,267,12.13299550157949,0.4518473968791604,0.5689532561076466,12.04243441951149
2017,123,Base_100,Train,1227,2.522137104300432,0.08645560483769274,0.12280469004048344,0.14714545884269836
2017,123,Base_100,Test,267,13.760746849637782,0.5045151625501083,0.5982821525900147,13.702778885478992
2017,123,Full_100,Train,1227,2.5101917144477404,0.0845614290664909,0.11919180355416203,0.10583258600852045
2017,123,Full_100,Test,267,11.455771127126644,0.42114864024330173,0.519741710992478,11.43473308745451
2017,123,Volume_100,Train,1227,2.575204562479229,0.08770501821528824,0.12348212488337891,0.1325873124052678
2017,123,Volume_100,Test,267,12.449002493100242,0.4614040846592478,0.5654917537621481,12.417966369527782
2017,2024,Base_100,Train,1227,2.506071894917881,0.08619528156426638,0.12379983483084817,0.11717607369555523
2017,2024,Base_100,Test,267,15.493111884119443,0.5749383754944534,0.698779069695777,15.328885624478527
2017,2024,Full_100,Train,1227,2.3923886922903104,0.08107577422623141,0.1158113296880027,0.08659411461922852
2017,2024,Full_100,Test,267,14.756872004932086,0.5449541112635466,0.6593669459357573,14.756872004932086
2017,2024,Volume_100,Train,1227,2.6809748660602026,0.08927505154287123,0.12074028759312892,0.09568874627383454
2017,2024,Volume_100,Test,267,13.58088016427034,0.5034709517875414,0.6157638089097109,13.417587643038456
2017,2025,Base_100,Train,1227,2.5482872318712753,0.08700179914584853,0.12501475397568323,0.1895422387635899
2017,2025,Base_100,Test,267,14.93096704187602,0.5569183029574848,0.7053052589218188,14.706545164392423
2017,2025,Full_100,Train,1227,2.3846400262860943,0.08076344189259126,0.1148795110597131,0.07787787612238421
2017,2025,Full_100,Test,267,10.497454485402994,0.3902257236380702,0.5190920386026809,9.86325971452516
2017,2025,Volume_100,Train,1227,2.804250250261671,0.09376380896315696,0.12612756183710647,0.10391511124513353
2017,2025,Volume_100,Test,267,13.588621644732818,0.5062980582562279,0.6327613428285722,13.495934088774256
2018,42,Base_100,Train,1494,2.965449950255846,0.1003060835081251,0.13873883973746656,0.10948565758744483
2018,42,Base_100,Test,269,7.171223532461089,0.3003155726748328,0.405385535010756,-1.3886292473304094
2018,42,Full_100,Train,1494,2.6374583171705748,0.0889120051372482,0.11772320422714404,0.10548467977348358
2018,42,Full_100,Test,269,7.565461359906547,0.32466069299492245,0.45175681514125876,-6.9753392292397525
2018,42,Volume_100,Train,1494,2.8149950139944573,0.09523357171131423,0.12875691101727452,0.07311980481029039
2018,42,Volume_100,Test,269,7.541151033049672,0.31569200792277163,0.4184291511310402,-2.2303572104452973
2018,7,Base_100,Train,1494,2.76355864513199,0.09427649714381817,0.13023199038997302,0.14999778694347052
2018,7,Base_100,Test,269,5.018811331381366,0.21432729976327888,0.30952374423424484,-4.075382360190402
2018,7,Full_100,Train,1494,2.418616164811622,0.08213926263602382,0.11292722829653831,0.10692758510248584
2018,7,Full_100,Test,269,8.361024346164664,0.34522469729739047,0.45708253224377343,-4.598558929762175
2018,7,Volume_100,Train,1494,2.8949697376441157,0.0991355037306207,0.13685049049477999,0.12784826361296897
2018,7,Volume_100,Test,269,6.007218420680725,0.2598811636361047,0.3832258564177097,-4.7267660278666845
2018,123,Base_100,Train,1494,2.7930236211656316,0.09634697889866758,0.13502891876117892,0.1109718328662643
2018,123,Base_100,Test,269,6.044838517571449,0.2572268300960498,0.3654366404774084,-3.5382865216761643
2018,123,Full_100,Train,1494,2.640148020403686,0.09023608739436709,0.12397848987671495,0.1396576559249648
2018,123,Full_100,Test,269,6.529264837559364,0.28154800574575656,0.41431161784048126,-5.616453218862107
2018,123,Volume_100,Train,1494,2.692790035772463,0.09242849804470976,0.12650293751124123,0.11161673345365629
2018,123,Volume_100,Test,269,8.432060511714871,0.3452595188537938,0.43409007437037334,-7.583463237050793
2018,2024,Base_100,Train,1494,2.9258432594154344,0.09894429767945684,0.13513254914464182,0.1875396149616904
2018,2024,Base_100,Test,269,8.349965386341951,0.3449228030775559,0.43941898270661284,-7.467195898319975
2018,2024,Full_100,Train,1494,2.572655734378982,0.08722491245831511,0.11975553661535401,0.10464898658430893
2018,2024,Full_100,Test,269,8.796014035698702,0.37197738399292896,0.4949282223082774,-8.46063683980486
2018,2024,Volume_100,Train,1494,2.7103829781389783,0.0916852701907177,0.12239966356312264,0.16009595453246842
2018,2024,Volume_100,Test,269,5.907255254200432,0.241193585519897,0.3141065682770498,0.3527005947415446
2018,2025,Base_100,Train,1494,2.7269699384880686,0.09374200476859627,0.13207502542070962,0.15163415029728092
2018,2025,Base_100,Test,269,9.394084975249125,0.3805066929785292,0.4577644686109325,-9.120070275613184
2018,2025,Full_100,Train,1494,2.455419231538532,0.08442644574396423,0.11962368886162014,0.08917067598152846
2018,2025,Full_100,Test,269,6.034502136703735,0.2611486878448259,0.3839317475910928,-5.001021421707007
2018,2025,Volume_100,Train,1494,2.9916876590665495,0.1028020995560101,0.13866537428453918,0.1321636949710043
2018,2025,Volume_100,Test,269,7.6970887988395615,0.3243174002693488,0.42487270131042243,-6.655557028365089
2019,42,Base_100,Train,1763,2.714548567954179,0.09522698878430536,0.13552048982466539,0.11728355906680585
2019,42,Base_100,Test,271,7.476557768948795,0.2512619707593179,0.2975343313087191,6.6561430454650194
2019,42,Full_100,Train,1763,2.830922630619537,0.09943600787672885,0.13973064472690183,0.13972356916966946
2019,42,Full_100,Test,271,7.619765685173606,0.25937902587806166,0.2973080045950394,7.182758127148131
2019,42,Volume_100,Train,1763,3.076673795183573,0.10677358614877754,0.14503632261817204,0.16141774906276027
2019,42,Volume_100,Test,271,8.63148465323957,0.29295522418849146,0.3414969358920681,8.297261660128234
2019,7,Base_100,Train,1763,2.6027686388495246,0.09237356580798083,0.13052429891700332,0.07886054071585033
2019,7,Base_100,Test,271,7.172619420064782,0.24181240398505519,0.2946561524316144,5.812329799899542
2019,7,Full_100,Train,1763,2.8308727118885195,0.10177598554575504,0.14493255594517757,0.14730815780175494
2019,7,Full_100,Test,271,11.496798688180569,0.3907936923882178,0.4376876522495625,11.213147497449745
2019,7,Volume_100,Train,1763,2.7857476810270083,0.09715669206780461,0.1346708649734498,0.15992811100361118
2019,7,Volume_100,Test,271,6.875750323855706,0.23198746547487828,0.27688937825594656,5.390819623592595
2019,123,Base_100,Train,1763,2.591031806422356,0.0924185097359556,0.1322087435749985,0.11071660076678004
2019,123,Base_100,Test,271,11.430734323357106,0.38800074232460385,0.4412246124970277,11.294053912298114
2019,123,Full_100,Train,1763,2.6451379985542083,0.09381278869988088,0.132224149910361,0.11459901103045983
2019,123,Full_100,Test,271,8.9897798805922,0.30456557924897026,0.3450411214740881,8.87212959769145
2019,123,Volume_100,Train,1763,2.7540843665878176,0.09721927112161739,0.13494716721058875,0.1376425100502857
2019,123,Volume_100,Test,271,10.438078104866086,0.3525938446495366,0.39748087361296025,10.280393423952004
2019,2024,Base_100,Train,1763,2.7982410828275155,0.09807629401347073,0.13561469150376276,0.18038236875082395
2019,2024,Base_100,Test,271,17.42693686234047,0.6020868215877632,0.6726546595846015,17.42693686234047
2019,2024,Full_100,Train,1763,2.508180178439479,0.08842364318250459,0.12242075563183379,0.09371530180242696
2019,2024,Full_100,Test,271,6.656828861940752,0.2287384648692564,0.27866705739077935,5.818434777454372
2019,2024,Volume_100,Train,1763,2.7869687998200092,0.0974582000652363,0.13285162048233573,0.08065017902841773
2019,2024,Volume_100,Test,271,11.419399433789117,0.39396075385962914,0.4711249875350128,11.375747553118627
2019,2025,Base_100,Train,1763,2.4585596327365065,0.08749563795426185,0.1254636393505835,0.11199012017261878
2019,2025,Base_100,Test,271,11.188024910391597,0.38129846615105095,0.4332685363977794,11.010267314734037
2019,2025,Full_100,Train,1763,2.4273475620691287,0.08521664896406238,0.11886005463485234,0.08219902996887643
2019,2025,Full_100,Test,271,5.941229331697633,0.19943859248143722,0.2346744564849067,4.924769226150634
2019,2025,Volume_100,Train,1763,2.881404592162249,0.10051708699625048,0.13730325199179003,0.09516181208448136
2019,2025,Volume_100,Test,271,8.5070770717207,0.2860510145518173,0.33966937265263125,8.185544523699196
2020,42,Base_100,Train,2034,2.785545104315281,0.09745234896416978,0.13480569793999772,0.16836296823932098
2020,42,Base_100,Test,271,13.211029900403837,0.7913496283851426,1.0089177220880745,-2.9253933771333185
2020,42,Full_100,Train,2034,2.95785907757196,0.10342634264346771,0.1389978549174662,0.1399007333248618
2020,42,Full_100,Test,271,15.66673673685097,1.0631012415797947,1.5448105605252649,-11.304171156078553
2020,42,Volume_100,Train,2034,3.1030104047336584,0.10809272497921683,0.14404059350380682,0.15759421790523387
2020,42,Volume_100,Test,271,14.70770223600616,0.9996225763159045,1.4154873489111557,-11.623719417111737
2020,7,Base_100,Train,2034,2.9150915367148875,0.10277273107301754,0.14249242167541118,0.1471081492232864
2020,7,Base_100,Test,271,10.630306580250302,0.6601423119618884,0.891827776026592,-3.992033144908178
2020,7,Full_100,Train,2034,2.8279619615676452,0.09979520578300004,0.13697470842186665,0.1574811808364568
2020,7,Full_100,Test,271,20.242907635913042,1.3855152182209536,1.9465227746195837,-17.24089665785056
2020,7,Volume_100,Train,2034,3.1279589507614567,0.10974844784863227,0.15286209517749755,0.16368393828467045
2020,7,Volume_100,Test,271,19.184751124574618,1.2912239229899054,1.7739820621104472,-15.003109825187536
2020,123,Base_100,Train,2034,2.891300079909564,0.10210531369305875,0.14135574526660283,0.1582601358717796
2020,123,Base_100,Test,271,16.243884064940545,1.1008199720629028,1.5151012376483395,-15.972012270824514
2020,123,Full_100,Train,2034,2.7500971790062017,0.09694827329678754,0.1314817751723765,0.11225709953079092
2020,123,Full_100,Test,271,15.128030055597645,1.038852691509627,1.5092425915948724,-12.999368835422379
2020,123,Volume_100,Train,2034,3.0719851509768326,0.10723039550649965,0.14408436607515787,0.1801505558049031
2020,123,Volume_100,Test,271,20.113833361734223,1.3601354692958818,1.8687584821751584,-16.301910007099426
2020,2024,Base_100,Train,2034,3.064926801521704,0.1073191499710083,0.14561944357441806,0.17388568748434263
2020,2024,Base_100,Test,271,16.18628323907775,1.0947350001247167,1.542090995485493,-11.43725538322933
2020,2024,Full_100,Train,2034,2.664041574458602,0.09280457190004422,0.12552586402251548,0.11193127931824737
2020,2024,Full_100,Test,271,17.709144829483456,1.1733930413573432,1.6188388830884581,-11.175221135450698
2020,2024,Volume_100,Train,2034,3.0009316252474143,0.10442757913613859,0.13849738263234462,0.12470587633773296
2020,2024,Volume_100,Test,271,12.575221722215247,0.7445734286572221,0.9595768489049141,-0.18710663350042547
2020,2025,Base_100,Train,2034,2.7289012951316844,0.09685086239052382,0.13539401412143362,0.1337382431611746
2020,2025,Base_100,Test,271,13.058727718444505,0.8462212270828191,1.1545575311669831,-7.495484371348351
2020,2025,Full_100,Train,2034,2.7031272928587193,0.0941739665887583,0.1264773953195986,0.13918197124526238
2020,2025,Full_100,Test,271,14.489179268920694,1.0007500281105182,1.4650375690010582,-11.13399469522971
2020,2025,Volume_100,Train,2034,3.068446427486864,0.10790338183340187,0.14351744595602417,0.1461778092394983
2020,2025,Volume_100,Test,271,12.874808116247333,0.7357713279512975,0.9451277184433557,0.9681071259115532
2021,42,Base_100,Train,2305,3.4497125730719267,0.1304008917198264,0.17776063954128957,0.19318481305375512
2021,42,Base_100,Test,272,5.830128795248822,0.6424395168528837,0.8736986417383831,0.2654742289750295
2021,42,Full_100,Train,2305,3.4055015372233357,0.12672702405768205,0.17404365921745943,0.20233539761270541
2021,42,Full_100,Test,272,6.967905686501721,0.7792756111481609,0.9947909580622026,-6.03001522088211
2021,42,Volume_100,Train,2305,3.1740166053040517,0.1202923476452941,0.1689789796244759,0.15027412260841413
2021,42,Volume_100,Test,272,14.866290446128374,1.633517567690681,1.806109089394346,-14.866290446128374
2021,7,Base_100,Train,2305,3.591749247214362,0.13509550200108592,0.18325229579818558,0.20697912854742406
2021,7,Base_100,Test,272,7.3002568688053575,0.8178153098330778,1.0535596566966368,-6.382342086111237
2021,7,Full_100,Train,2305,3.3600318831561857,0.126176010152523,0.17028731346694653,0.24805171328440545
2021,7,Full_100,Test,272,6.18460284534138,0.6880780807663412,0.8781615205477151,-4.589602046085426
2021,7,Volume_100,Train,2305,3.684000757157387,0.13994252142420044,0.19257317458267156,0.22722408364698618
2021,7,Volume_100,Test,272,6.4987377082191795,0.719317655282862,0.8908507738516094,-3.8633732994710464
2021,123,Base_100,Train,2305,3.4019440116517607,0.13009988596537622,0.18123673645768149,0.19595637338146824
2021,123,Base_100,Test,272,18.61842245016156,2.033872417632271,2.201893860353993,-18.61842245016156
2021,123,Full_100,Train,2305,3.1501044573181,0.11968187683419912,0.16762691526039278,0.15914472326293969
2021,123,Full_100,Test,272,5.666309418811224,0.617752396920148,0.7931439610860724,0.21125544185222317
2021,123,Volume_100,Train,2305,3.501933208372348,0.1323388992814335,0.18054802361900454,0.23568873520093225
2021,123,Volume_100,Test,272,13.264202689662074,1.4605349227961373,1.6450217586243736,-13.2582324948784
2021,2024,Base_100,Train,2305,3.260626841385545,0.12499402434706948,0.1761727220374753,0.19524452253167873
2021,2024,Base_100,Test,272,5.49257919333334,0.6116588063801035,0.8118702842809118,-1.9487410347431648
2021,2024,Full_100,Train,2305,3.3616113213062597,0.12664240592162157,0.17225707605401047,0.20058475869912054
2021,2024,Full_100,Test,272,6.282367546946745,0.7000047610787784,0.8987012611450359,-4.354876474332172
2021,2024,Volume_100,Train,2305,3.6308545676346844,0.13715869233716851,0.18823728951904437,0.21681438380561496
2021,2024,Volume_100,Test,272,5.531480055003644,0.6187414451206431,0.8431523936021428,-2.237890016343416
2021,2025,Base_100,Train,2305,3.3940517286164997,0.13013115089317207,0.18053394961917577,0.1740449581037887
2021,2025,Base_100,Test,272,7.389457464717491,0.8237720715298371,1.0251079166117516,-6.396560005211365
2021,2025,Full_100,Train,2305,3.4022425768855413,0.12781546822752715,0.17278748101101507,0.19112657940832983
2021,2025,Full_100,Test,272,5.709776457975637,0.6354680093596964,0.8598389874591474,-1.2915761491396063
2021,2025,Volume_100,Train,2305,3.735140977734412,0.14101886278429673,0.1926249428023527,0.2657081865322033
2021,2025,Volume_100,Test,272,9.41330299153526,1.04330850166433,1.2689909794644452,-8.992493708770349
2022,42,Base_100,Train,2577,4.105352680460332,0.19322626107600385,0.29739813385920283,0.3332165471477211
2022,42,Base_100,Test,274,18.520321363157763,1.7888195546700136,2.0229099415116583,-18.251737613997587
2022,42,Full_100,Train,2577,4.467758148130963,0.1964334630022504,0.27944014670627104,0.3858524041885131
2022,42,Full_100,Test,274,31.962203826775497,3.043572063968129,3.309911706365219,-31.526966139885538
2022,42,Volume_100,Train,2577,3.955558578465243,0.1831722559945547,0.27774161066583136,0.19674932237741632
2022,42,Volume_100,Test,274,47.16329654599521,4.51170116062582,4.866082130071776,-46.769326034838045
2022,7,Base_100,Train,2577,3.979203130867748,0.18288639705496607,0.28162717970640333,0.24360294923440381
2022,7,Base_100,Test,274,43.32479803454865,4.141770507401794,4.447119652240173,-43.18736890512175
2022,7,Full_100,Train,2577,4.023868118040739,0.1798605077452654,0.25570029103350433,0.25944811438990395
2022,7,Full_100,Test,274,37.18168106466623,3.5231735366626378,3.8735818635354407,-36.624426931194684
2022,7,Volume_100,Train,2577,4.404063568940267,0.1950722485380576,0.2799985067060626,0.21621387551212212
2022,7,Volume_100,Test,274,39.89341223641581,3.807165876896712,4.049999133458316,-39.29008536867781
2022,123,Base_100,Train,2577,3.9487347888877324,0.18437769381723337,0.29587217861988757,0.41172869328095635
2022,123,Base_100,Test,274,35.74802142859428,3.3898011935714387,3.6600983223231536,-35.53907211612248
2022,123,Full_100,Train,2577,4.119830454552442,0.18376586974384157,0.26252597049880594,0.25002879162242614
2022,123,Full_100,Test,274,21.203241975881284,2.0004013621198,2.2097841704586414,-20.63229005271853
2022,123,Volume_100,Train,2577,4.496703618217826,0.20251395522692334,0.29575888397185507,0.443950304649363
2022,123,Volume_100,Test,274,34.30991891088438,3.224899270343084,3.6192711593255398,-33.70413988856393
2022,2024,Base_100,Train,2577,4.013261875859239,0.18909277281651998,0.29951573620942423,0.4519821163374633
2022,2024,Base_100,Test,274,37.3490026828882,3.506821601164602,3.8748888896772575,-36.85831925303283
2022,2024,Full_100,Train,2577,4.400015773246489,0.19143071336342837,0.27162372464741324,0.3286398701594493
2022,2024,Full_100,Test,274,34.09351070335901,3.228825886858641,3.50403857904484,-33.63870091320065
2022,2024,Volume_100,Train,2577,4.211247540618328,0.1916818183533295,0.2860080200031532,0.3344627292993968
2022,2024,Volume_100,Test,274,47.727993563623386,4.545151499031234,4.880835649108988,-47.35885868481207
2022,2025,Base_100,Train,2577,4.220434103416137,0.19441811271078327,0.289700666611269,0.3210166329703388
2022,2025,Base_100,Test,274,40.394685627127146,3.898605123993254,4.123348341079059,-40.27313991107076
2022,2025,Full_100,Train,2577,4.569790222167565,0.1996888795933337,0.2856058669295014,0.4184495544927997
2022,2025,Full_100,Test,274,30.239450935547506,2.8553932521987138,3.189182652664211,-29.616633044882096
2022,2025,Volume_100,Train,2577,4.523720011831251,0.2041114674680308,0.3022378686284359,0.2970591389006655
2022,2025,Volume_100,Test,274,36.288025254523745,3.4563771809278614,3.692345561657296,-35.66363759754048
2023,42,Base_100,Train,2851,4.005702181116088,0.21117628511651612,0.32496817201552813,0.30537429155182116
2023,42,Base_100,Test,273,20.39080711050813,2.4846672568129096,2.590861813548797,-20.39080711050813
2023,42,Full_100,Train,2851,4.6707144386735475,0.22159172779633177,0.31576377466650785,0.4796996298609285
2023,42,Full_100,Test,273,13.032543000370081,1.5918298394339425,1.7163964160906007,-12.828877537895014
2023,42,Volume_100,Train,2851,4.595871943738575,0.22932769985125387,0.3493655868029259,0.4399891443092472
2023,42,Volume_100,Test,273,14.385990871854181,1.7597528165600675,1.922607820814873,-14.381505678299428
2023,7,Base_100,Train,2851,3.9542348890358703,0.19933742322155734,0.3018966013409644,0.27877035603188993
2023,7,Base_100,Test,273,14.711287078305752,1.8029540966718622,1.9691241326070614,-14.711287078305752
2023,7,Full_100,Train,2851,4.171122574403827,0.19727668502630996,0.27858771687494527,0.3123908256133367
2023,7,Full_100,Test,273,14.89449000972931,1.820771719684531,1.942039499032593,-14.89449000972931
2023,7,Volume_100,Train,2851,4.512398685617744,0.22284444078066107,0.3288787870650876,0.3175026504559995
2023,7,Volume_100,Test,273,14.48648343540307,1.768794558598445,1.8707161216971846,-14.48648343540307
2023,123,Base_100,Train,2851,4.431063089115767,0.21866483388303332,0.3309995441112127,0.3178678162495572
2023,123,Base_100,Test,273,12.364504699569661,1.5157596280723262,1.6285030574157329,-12.364504699569661
2023,123,Full_100,Train,2851,4.060688711553435,0.19768743765224533,0.27830452230744995,0.3765471415778084
2023,123,Full_100,Test,273,11.004126188990705,1.351330718016013,1.5034602443324137,-11.004126188990705
2023,123,Volume_100,Train,2851,4.56542442513128,0.22453249953078286,0.3225103186391651,0.3627136228842226
2023,123,Volume_100,Test,273,11.669390019224611,1.4306704755231137,1.535167491995963,-11.669390019224611
2023,2024,Base_100,Train,2851,4.319453871211402,0.2141109587610165,0.316139330700584,0.36751830811654296
2023,2024,Base_100,Test,273,9.768917146231768,1.2036459251375862,1.3716158720889489,-9.74117123144547
2023,2024,Full_100,Train,2851,4.894618300325034,0.22602066766918852,0.31591152744254225,0.4372233806304232
2023,2024,Full_100,Test,273,13.276969209364955,1.6278118748367922,1.7639132566722129,-13.276969209364955
2023,2024,Volume_100,Train,2851,4.754545266097695,0.22935543762429145,0.3237560030465149,0.35242373694341095
2023,2024,Volume_100,Test,273,10.124191017066531,1.2443977949820157,1.3666501183963142,-10.124191017066531
2023,2025,Base_100,Train,2851,4.764404398026311,0.2314213818543754,0.33890157962722733,0.3598201643644206
2023,2025,Base_100,Test,273,9.128247847780576,1.1256908441899895,1.3307779138380942,-8.619471808388488
2023,2025,Full_100,Train,2851,4.734820390394001,0.22626148668099855,0.3166966611014208,0.27917423022207194
2023,2025,Full_100,Test,273,17.027568600088998,2.074418758909344,2.186620306457496,-17.027568600088998
2023,2025,Volume_100,Train,2851,5.215513718253855,0.2465698012047925,0.35016630079839967,0.41214084799596373
2023,2025,Volume_100,Test,273,10.70197353383658,1.3166204487447772,1.4847100596688005,-10.70197353383658
2024,42,Base_100,Train,3124,4.399371545401336,0.24871297860725586,0.37637338411243276,0.35750181424257305
2024,42,Base_100,Test,273,7.222862414832744,1.193632698059082,1.4113475690074986,-3.9858547103300146
